nome,documento,dataNascimento,email,telefone_1,telefone_2,endereco,cep,municipio,uf,numeroEndereco,bairro,profissao,atividadeEconomica,vinculoEmpregaticio,tipoRenda,nome_gerente,email_gerente,telefone_gerente_1,telefone_gerente_2,telefone_gerente_3,id_pa,nome_pa
Maria Sophia Rodrigues,671.309.824-03,08/10/2002,vicentearaujo@silveira.org,32954600481,38909557082,"Trevo Ribeiro, 27, Vitoria Da Conquista, 65388924 Teixeira Alegre / PE",06315218,Campos,RN,381,Vila Jardim Leblon,Produtor de eventos,EMPRESÁRIO,AUTÔNOMO,SERVIÇOS,Samuel Fernandes,heloisacostela@fernandes.org,38931944215,35972811944,31927432656,24,SANTOS DUMONT
Davi Luiz da Conceição,543.296.871-19,22/11/1969,heitor20@gmail.com,33956387423,33928331586,"Loteamento Rafael das Neves, 13, Vila Nova Cachoeirinha 2ª Seção, 02037540 Martins / RO",19401323,Rocha,MA,240,Vila Do Pombal,Lanterneiro,EMPRESÁRIO,CLT,INDÚSTRIA,Ana Sophia Nunes,rfogaca@peixoto.br,31981560064,31940762630,33955041411,26,SÃO JOAQUIM DE BICAS
João Lucas Silva,205.398.746-47,28/01/1992,calebepeixoto@gmail.com,37944446116,34996537461,"Quadra de Gomes, 601, Liberdade, 33944-406 Nogueira / RS",22963-874,da Mota do Amparo,CE,888,Esperança,Jogador de bocha,ASSALARIADO,SERVIDOR PÚBLICO,INDÚSTRIA,Sr. Ian Freitas,mmonteiro@cavalcanti.br,33906923987,37920044093,35981832510,26,SÃO JOAQUIM DE BICAS
Ana Jesus,436.875.120-53,31/08/1971,daniloteixeira@lima.com,34921006511,33965517120,"Parque de Rodrigues, 73, Pantanal, 87670-363 Aragão de Costela / DF",16483439,Rodrigues,MA,981,Vila Mantiqueira,Estoquista,PROFISSIONAL AUTÔNOMO,AUTÔNOMO,COMÉRCIO,Rodrigo Martins,pietravieira@fernandes.com,35917576348,34921420842,33995620596,26,SÃO JOAQUIM DE BICAS
João Vitor Almeida,642.890.573-65,15/02/2005,usilva@gmail.com,37983338423,38940084360,"Esplanada Pedro Mendes, 57, Teixeira Dias, 95006251 da Rocha / RO",78339-667,Moura,DF,13,Biquinhas,Geólogo,EMPRESÁRIO,AUTÔNOMO,SERVIÇOS,Isadora Silva,qda-paz@sales.br,31976593233,37934596275,31951041346,27,BELVEDERE
Isabelly Pires,108.574.369-10,03/01/1962,luiz-migueldas-neves@melo.com,35921450440,32962815763,"Estrada de Oliveira, 92, Lagoinha Leblon, 05109713 Ribeiro / MG",41838931,Moura de Minas,RJ,575,Glória,Tecnólogo em produção Sucroalcooleira,EMPRESÁRIO,AUTÔNOMO,COMÉRCIO,Marina Silva,fogacavalentina@lopes.org,33908690892,34975869425,32934855606,27,BELVEDERE
Agatha Lima,839.065.724-47,12/04/1960,antoniorezende@gmail.com,31919460797,34969661709,"Fazenda de Cavalcanti, 27, Jardim Felicidade, 34093-479 da Conceição da Prata / SC",02474-101,Pires,CE,774,Madre Gertrudes,Policial federal,PROFISSIONAL AUTÔNOMO,CLT,INDÚSTRIA,Vitor Gabriel Nogueira,maria-cecilia24@da.br,38987125415,32905110939,31901619123,27,BELVEDERE
Dra. Lívia Duarte,507.384.291-04,22/01/1960,fernandolima@uol.com.br,31972526943,35991684932,"Parque de Ribeiro, 52, Anchieta, 98158720 Campos / MG",26307-454,Farias da Serra,PA,88,Cônego Pinheiro 1ª Seção,Lubrificador de máquinas,ASSALARIADO,CLT,COMÉRCIO,Diogo Ferreira,tda-mota@viana.org,34940548238,32974700604,33902989393,28,PEDRO LEOPOLDO
Enrico Viana,897.465.302-83,12/10/1983,bruno34@bol.com.br,32950426659,34944498363,"Parque Cauê Souza, Cdi Jatoba, 36632-040 Santos dos Dourados / RN",51597-107,da Mota,SC,653,Lourdes,Profissional de reciclagem,ASSALARIADO,CLT,SERVIÇOS,Srta. Luiza Porto,ana-julia52@viana.br,35968230649,38987298922,32922644528,28,PEDRO LEOPOLDO
Vitória Dias,471.920.385-04,11/03/1966,nathan49@barbosa.org,37995342497,34981665078,"Condomínio Teixeira, 245, São Gabriel, 81070205 Alves do Campo / SE",92470250,Lopes do Oeste,GO,210,Antonio Ribeiro De Abreu 1ª Seção,Camelô,EMPRESÁRIO,AUTÔNOMO,INDÚSTRIA,Miguel Correia,sda-costa@gomes.br,33971831448,32946976824,33927212051,28,PEDRO LEOPOLDO
Sr. Ryan Castro,598.147.063-10,18/04/1975,bramos@da.br,38966755771,38958909543,"Travessa Theo Cardoso, Varzea Da Palma, 14811-612 Costa do Galho / RS",82518-203,Barbosa,RN,130,João Paulo Ii,Lixeiro/Coletor de lixo,PROFISSIONAL AUTÔNOMO,SERVIDOR PÚBLICO,INDÚSTRIA,Benjamin Fogaça,da-rosasamuel@castro.com,34923474320,37929537895,37991764358,29,MONTES CLAROS
Yasmin Ferreira,971.245.683-82,08/02/1999,mcastro@dias.br,33922418951,31933249156,"Praia Farias, 28, Jardim Felicidade, 29142283 Ribeiro de Porto / PA",55813-716,Aragão Verde,MS,77,Vila Nova Gameleira 2ª Seção,Líder comunitário,EMPRESÁRIO,SERVIDOR PÚBLICO,SERVIÇOS,Otávio Moura,amendes@barbosa.net,32965100140,37993396802,37970851978,29,MONTES CLAROS
Dr. Marcos Vinicius Martins,493.508.617-39,14/03/1975,rporto@moreira.com,34991542702,33946831255,"Área Novaes, 25, Vila Paris, 27623-572 Fogaça / SC",49915-794,da Cruz,MS,326,Nossa Senhora Do Rosário,Cardiologista,ASSALARIADO,AUTÔNOMO,COMÉRCIO,Luna Costa,gustavo-henriquepereira@da.com,31964450473,38938939748,37922775790,29,MONTES CLAROS
Emanuel Ribeiro,728.069.543-47,25/11/1960,irodrigues@hotmail.com,31910089762,33948842393,"Quadra Nicole Pereira, 98, Vila Jardim Leblon, 48651-074 Dias / RN",27017043,Dias,AP,113,Vila Canto Do Sabiá,Coreógrafo,ASSALARIADO,SERVIDOR PÚBLICO,COMÉRCIO,Cauã Ramos,duartesophia@gomes.com,34963845587,32927779166,31915329055,30,CAPELA NOVA
Lorena da Cunha,253.764.910-99,31/03/1984,helena06@pinto.com,34960635712,34994564232,"Avenida de Cardoso, 74, Acaiaca, 70313-714 Pires Alegre / PR",91481476,Castro,GO,760,Vila Nova Gameleira 2ª Seção,Amolador de ferramentas,EMPRESÁRIO,AUTÔNOMO,COMÉRCIO,Mariane Alves,llopes@pinto.br,32993677734,37943415699,32942846897,30,CAPELA NOVA
Srta. Maria Cecília Oliveira,405.839.267-38,08/04/1982,ana-vitoriagomes@teixeira.net,37909376793,32910313304,"Campo Theo Barbosa, 83, Santa Lúcia, 76839-369 da Conceição de da Conceição / MS",71558590,Martins das Pedras,PB,823,Vila Ouro Minas,Navegador,EMPRESÁRIO,AUTÔNOMO,INDÚSTRIA,Nathan Cavalcanti,da-mataagatha@caldeira.br,37984745969,33973799165,37910349706,30,CAPELA NOVA
Rafael Barros,743.615.298-09,06/11/1993,zda-mata@pires.com,35951398333,38956281294,"Chácara Mendes, Paquetá, 83195-797 Monteiro de das Neves / PA",55609-475,Melo,TO,700,Etelvina Carneiro,Procurador de justiça,PROFISSIONAL AUTÔNOMO,SERVIDOR PÚBLICO,SERVIÇOS,Otávio Sales,leticiacaldeira@farias.org,38999358742,33923138770,32947910903,32,CONSELHEIRO LAFAIETE
Henrique Vieira,214.308.956-24,23/02/1998,sofiada-conceicao@ig.com.br,35927889111,35955236256,"Campo de Silveira, 8, Esplanada, 83031031 Sales Verde / MG",69705444,da Cruz das Flores,MS,514,Vila Nova Cachoeirinha 1ª Seção,Profissional de relações públicas,ASSALARIADO,AUTÔNOMO,INDÚSTRIA,Dr. Pedro Lucas Aragão,mrocha@das.br,32934074131,31929430044,32965189981,32,CONSELHEIRO LAFAIETE
Fernanda Oliveira,326.754.198-00,25/05/1969,vieiraemanuelly@moraes.com,33911966649,38944302663,"Lagoa Gonçalves, Cenaculo, 73621995 Rodrigues / SC",58712821,Aragão da Mata,CE,395,Acaba Mundo,Economista doméstico,PROFISSIONAL AUTÔNOMO,AUTÔNOMO,INDÚSTRIA,Sra. Larissa Cardoso,fbarbosa@moreira.com,34987086730,33996968324,31914327565,32,CONSELHEIRO LAFAIETE
Lorena Martins,068.512.943-89,29/10/1980,ana-carolina53@yahoo.com.br,33997606688,32987967066,"Praia Souza, 32, Prado, 64412387 Almeida / TO",62062461,Pereira da Prata,AP,882,Floresta,Barbeiro,ASSALARIADO,CLT,INDÚSTRIA,Dra. Mirella Ribeiro,kmonteiro@carvalho.com,34952307938,34968231890,38913014795,33,COOPERCEMT
Nicolas Ferreira,369.574.812-55,21/09/1993,augusto57@gmail.com,34948822791,38995594908,"Morro Isabelly da Cunha, Xodo-Marize, 81922182 Mendes de Jesus / GO",81713562,Barros da Praia,MA,382,Vila Santo Antônio,Judoca,ASSALARIADO,CLT,SERVIÇOS,Ana Carolina Aragão,zmelo@da.com,33965914916,31925913746,34926160900,33,COOPERCEMT
Yuri Lopes,374.109.825-60,24/02/1967,melissa19@da.org,32955268237,34952153051,"Sítio de Ferreira, 5, Granja Werneck, 79054-185 Ferreira / CE",74143225,Silva Paulista,SC,30,Vila Puc,Ajudante de produção,ASSALARIADO,AUTÔNOMO,SERVIÇOS,Ana Cunha,larabarros@fernandes.br,31930511073,35913271024,33916114062,33,COOPERCEMT
Sr. Bernardo Castro,703.659.421-70,14/07/1991,inovaes@uol.com.br,37947393502,35966113798,"Fazenda Barbosa, 482, Ouro Minas, 35262-692 Azevedo / GO",36975-869,da Rosa Verde,AM,643,Heliopolis,Técnico de gesso,ASSALARIADO,CLT,INDÚSTRIA,Pietra Cardoso,falmeida@duarte.br,34979359606,32998637475,31936582051,34,CARANAÍBA
Lavínia da Paz,029.167.835-12,04/06/1996,tcostela@azevedo.com,31960747937,34941985914,"Trevo de Rocha, Castelo, 67916297 Silveira dos Dourados / BA",33811714,Correia do Norte,MG,424,Vila Da Amizade,Empresário,EMPRESÁRIO,SERVIDOR PÚBLICO,COMÉRCIO,Alice Barbosa,salesmariane@moura.com,32999410643,31930386254,37945128084,34,CARANAÍBA
Sr. João Farias,847.913.620-04,30/10/1973,ofernandes@bol.com.br,34903837505,37916024081,"Feira de Pires, 581, Acaiaca, 25774-454 Farias / BA",82793-745,Dias do Galho,TO,454,Engenho Nogueira,Operador de telemarketing,ASSALARIADO,SERVIDOR PÚBLICO,COMÉRCIO,Nicole Ferreira,isabella46@azevedo.br,32994345518,34949894555,37917285392,34,CARANAÍBA
João Gabriel Monteiro,973.046.158-93,05/04/2002,caue16@bol.com.br,31906227255,35994374708,"Estrada Ryan Rodrigues, 74, Cinquentenário, 91809-699 Correia / MT",54855-084,Gomes,GO,594,Santo André,Profissional de recursos humanos,EMPRESÁRIO,CLT,COMÉRCIO,Sr. Noah Pereira,lucca27@ribeiro.org,33935323955,38910101986,37988870234,35,CIDADE INDUSTRIAL
André Lopes,673.185.490-57,21/02/1960,da-cunhasarah@da.net,37904904287,35973214300,"Parque Nascimento, 88, Glória, 49673378 Silva / PE",94953-841,da Costa Paulista,MS,113,Olhos D'água,Engenheiro cartográfico,EMPRESÁRIO,AUTÔNOMO,COMÉRCIO,Sra. Helena Santos,piresfernando@ferreira.br,37939744737,33971770114,37968141414,35,CIDADE INDUSTRIAL
Agatha Aragão,368.027.514-53,10/01/1983,esther32@bol.com.br,33957463684,32981388863,"Quadra Lorena Ramos, Nova Gameleira, 99948320 Lima da Praia / DF",27724933,Carvalho do Oeste,MA,820,Dom Silverio,Ourives,PROFISSIONAL AUTÔNOMO,AUTÔNOMO,SERVIÇOS,Enrico Ribeiro,qcunha@monteiro.br,33900061325,37921247561,34977453672,35,CIDADE INDUSTRIAL
Maria Sophia Gomes,053.842.179-79,24/07/2003,zpereira@santos.br,37908596228,32939538717,"Trevo de Ribeiro, 67, Castelo, 74032745 Cavalcanti / PR",23476598,Mendes,AM,260,Alta Tensão 2ª Seção,Surfista,PROFISSIONAL AUTÔNOMO,AUTÔNOMO,COMÉRCIO,Srta. Alice Castro,fcostela@nascimento.com,35910541244,31970875402,34994538681,36,BARREIRO
Bruno Cunha,349.107.268-96,06/11/1961,fogacarodrigo@gmail.com,32979788663,31902658751,"Favela de Moreira, 1, João Paulo Ii, 39578-287 Cavalcanti / MS",73489-281,Nascimento Verde,MT,861,Padre Eustáquio,Naturólogo,PROFISSIONAL AUTÔNOMO,CLT,SERVIÇOS,Luigi Pires,fogacabenicio@fogaca.br,33947602087,33986741005,31936969835,36,BARREIRO
Sr. Arthur Mendes,054.167.893-01,30/12/1982,imartins@uol.com.br,31924310780,31916623232,"Morro de Porto, São Salvador, 60970-356 Barros de Ribeiro / GO",95884-632,Santos do Amparo,CE,766,Vila Nova Gameleira 1ª Seção,Secretária,PROFISSIONAL AUTÔNOMO,AUTÔNOMO,INDÚSTRIA,Thales Ferreira,ramosvitoria@almeida.com,32924815035,31970042516,38988240133,36,BARREIRO
Miguel das Neves,295.463.810-98,25/11/1969,caue35@ig.com.br,37981317102,35982736378,"Residencial Peixoto, 97, Madre Gertrudes, 39113-196 Cavalcanti / RO",24087814,Porto,MA,780,Floramar,Profissional de logística,PROFISSIONAL AUTÔNOMO,CLT,COMÉRCIO,João Guilherme Campos,maria-vitoria11@caldeira.org,31947064584,38916873363,38982023841,37,ALBERTO MELO
Letícia Campos,485.629.371-00,05/10/1977,calebepereira@yahoo.com.br,33957483823,35971886360,"Vila de da Luz, 10, Salgado Filho, 16204438 Silveira do Oeste / AP",11139-769,Azevedo de Duarte,AC,309,Vila Engenho Nogueira,Corretor de imóveis,ASSALARIADO,CLT,INDÚSTRIA,Sr. Murilo das Neves,joao-lucasda-cruz@fogaca.br,32951662331,33967679415,31920001220,37,ALBERTO MELO
Theo Castro,739.251.086-02,09/01/2005,hda-rocha@hotmail.com,35997582404,32975579661,"Residencial Cauê Ramos, Confisco, 66713808 da Costa / TO",72390-988,Oliveira do Norte,ES,578,Grota,Reumatologista,ASSALARIADO,SERVIDOR PÚBLICO,INDÚSTRIA,Eloah Costa,joao-guilhermevieira@silveira.br,35902044240,32938420244,38991925353,37,ALBERTO MELO
Dra. Emanuella Moraes,469.701.235-61,12/05/1964,da-rochajoao-miguel@cardoso.com,33975796667,35994377992,"Praça Maitê Ribeiro, 9, Bernadete, 32889628 Sales / PR",44467-895,Martins de Goiás,RS,847,Monte São José,Infectologista,EMPRESÁRIO,SERVIDOR PÚBLICO,SERVIÇOS,Luiz Felipe Castro,oliveiraagatha@gomes.com,34958523769,33922923909,32905968656,38,TAPAJÓS
Paulo Carvalho,183.450.269-15,30/06/1983,heitoraragao@uol.com.br,33913486891,35938638798,"Feira Ian da Paz, Novo São Lucas, 55878604 Pinto / AP",27211-940,Moraes,SE,587,São Jorge 3ª Seção,Garimpeiro,PROFISSIONAL AUTÔNOMO,SERVIDOR PÚBLICO,COMÉRCIO,Dr. Rodrigo Pereira,joao-lucasda-costa@teixeira.com,31981610784,32935319792,38927820547,38,TAPAJÓS
Nathan Rocha,025.918.634-15,02/09/1993,lopeslarissa@costela.com,34976698312,32976783129,"Área Theo Costa, 9, Pompéia, 87436290 Lopes / AM",33687-531,Vieira,MA,671,Jardim Felicidade,Vendedor,PROFISSIONAL AUTÔNOMO,CLT,COMÉRCIO,João Felipe Moreira,juliana46@da.com,38948629777,34951655766,32969068813,38,TAPAJÓS
Sr. Henrique da Mota,680.159.327-77,26/11/1975,emanuellyduarte@gmail.com,35935855844,33909766302,"Núcleo de Teixeira, 45, Vila Independencia 1ª Seção, 91932516 Fogaça / PR",56733-545,Costela,AL,90,Sion,Garimpeiro,EMPRESÁRIO,SERVIDOR PÚBLICO,SERVIÇOS,Vitória Novaes,crodrigues@lopes.com,35966528629,38918248935,35972895367,39,RIO ACIMA
Gabriel Castro,982.130.754-04,29/05/1969,heloisaaraujo@ig.com.br,34999888276,32928886542,"Campo Guilherme Rocha, Nova America, 80975-481 Caldeira de Goiás / DF",68471480,da Paz da Praia,RJ,24,São Benedito,Assessor de imprensa,ASSALARIADO,AUTÔNOMO,SERVIÇOS,Valentina Moreira,pietrorodrigues@farias.br,38949258221,38912805226,33972385608,39,RIO ACIMA
Larissa Sales,396.720.158-95,14/01/1961,maria-vitorianovaes@almeida.net,34936384781,35997253581,"Fazenda de Araújo, 196, Cinquentenário, 66627-248 Silva do Sul / ES",79352435,Silveira,TO,215,Vila Nossa Senhora Do Rosário,Serventuário,PROFISSIONAL AUTÔNOMO,CLT,SERVIÇOS,Brenda Rodrigues,maria90@lopes.com,34929916798,35912798042,31958655776,39,RIO ACIMA
Sophie Rodrigues,510.978.623-21,03/09/1959,maria-alicelopes@rezende.br,34910346060,32968068939,"Alameda Alana Freitas, 15, Braúnas, 05325997 Monteiro de Sales / PR",01859-064,Vieira,MA,718,Conjunto Celso Machado,Quitandeiro,EMPRESÁRIO,AUTÔNOMO,COMÉRCIO,Pedro Henrique Barbosa,julia04@oliveira.com,34910621295,34928869912,38963409519,40,TUPICRED
Murilo Porto,852.190.376-68,16/05/1966,ana-luiza50@fogaca.br,33977048329,33979709049,"Estação Rocha, 92, Serra Do Curral, 20593147 Jesus da Prata / BA",19578801,Viana da Prata,PI,885,Bonfim,Engenheiro agrimensor,ASSALARIADO,SERVIDOR PÚBLICO,INDÚSTRIA,Ana Laura da Luz,ocorreia@silva.br,38941534356,32942894945,38976215473,40,TUPICRED
Ana Clara Jesus,651.240.789-01,18/12/1994,lucas-gabriel37@castro.br,31939151243,31946612186,"Favela Vitor Hugo Aragão, 12, Embaúbas, 77407-019 Oliveira / RO",92009-220,Ferreira,CE,516,Urca,Instrumentista musical,PROFISSIONAL AUTÔNOMO,AUTÔNOMO,SERVIÇOS,Rodrigo Pires,enzo-gabrielbarbosa@costa.net,33905394880,33915190390,31944483742,40,TUPICRED
Sr. Antônio Lopes,210.378.594-05,24/09/1963,cardosomelissa@ig.com.br,35901787199,35972586409,"Esplanada Cavalcanti, 93, Álvaro Camargos, 76734091 Ribeiro / AP",02202-018,da Cruz do Galho,CE,331,Floramar,Profissional de rádio e tv,PROFISSIONAL AUTÔNOMO,AUTÔNOMO,INDÚSTRIA,Vitor Barros,maria-vitoriarocha@duarte.br,38999743572,32921489208,32903630918,97,PA DIGITAL
Srta. Catarina Ramos,087.256.134-80,27/01/1962,fcarvalho@ig.com.br,35996633554,35930805914,"Residencial Anthony Teixeira, 47, Camponesa 2ª Seção, 89482-351 Nunes / RN",61156929,Correia da Serra,AP,849,Vila Antena,Cerimonialista,EMPRESÁRIO,CLT,INDÚSTRIA,Breno Pires,cardosodavi@duarte.br,31982055804,38982063884,33978722073,97,PA DIGITAL
Clara Lopes,901.746.285-01,01/10/2003,brenda14@ig.com.br,33934759734,38937579653,"Rua da Paz, 6, Vila Santa Rosa, 87746818 da Cunha de Dias / BA",65924-177,Freitas Paulista,AC,12,Olhos D'água,Cabo,PROFISSIONAL AUTÔNOMO,SERVIDOR PÚBLICO,COMÉRCIO,Luiz Felipe Dias,lorenzo41@peixoto.com,32918978312,38976403522,32973787276,97,PA DIGITAL
